item_id,item_type,title,organization,status,last_checked,geography,eligible_users,project_stage,topic_tags,support_type,amount_or_cost,match_or_cost,deadline_or_availability,summary,why_it_matters
RERC-FND-0195,Funding,Community Legacy,Maryland Department of Housing and Community Development,Recurring,2026-06-09,Maryland,local governments; community development organizations; nonprofits in Sustainable Communities,Mixed,revitalization; main street; mixed-use; placemaking; redevelopment,Loan,varies,varies,annual State Revitalization Program cycle,Supports downtown and neighborhood revitalization that makes rural visitor districts investable.,Supports downtown and neighborhood revitalization that makes rural visitor districts investable.
RERC-FND-0196,Funding,Community Legacy Program,Maryland Department of Housing and Community Development,Recurring,2026-06-09,Maryland,Maryland municipalities and counties designated as Community Legacy Areas; local governments,Planning,Infrastructure; Economic Development; Planning; Conservation; Housing; Energy/Climate,Grant,"Typically $50,000-$500,000 per jurisdiction per cycle",Partial,Check with the program,"Revitalizes established communities through business retention, housing rehab, streetscape improvements, and community anchors; funds community reinvestment projects.",May support rural community goals related to infrastructure and economic development. Confirm current eligibility and project fit with the program.
RERC-FND-0201,Funding,Maryland Community Development Block Grant Program,Maryland Department of Housing and Community Development,Recurring,2026-06-09,Maryland,non-entitlement counties and municipalities,Mixed,infrastructure; housing; economic development; public facilities,Grant,varies,varies,annual CDBG cycle,Funds core infrastructure and community facilities needed by rural recreation gateway towns.,Funds core infrastructure and community facilities needed by rural recreation gateway towns.
RERC-FND-0643,Funding,Operating Assistance Grant,Maryland Department of Housing and Community Development,Available,2026-06-09,Maryland,Maryland nonprofit community development organizations and CDCs,Construction,Economic Development; Conservation; Housing; Energy/Climate,Grant,Varies; typically small operating support grants for community development organizations,None,Available online,"Provides operating support to Maryland nonprofit community development organizations working on housing, economic development, and community revitalization.",May support rural community goals related to economic development and conservation. Confirm current eligibility and project fit with the program.
RERC-FND-0205,Funding,Sustainable Communities Program,Maryland Department of Housing and Community Development,Recurring,2026-06-09,Maryland,Municipalities and counties designated as Maryland Sustainable Communities; development projects within those areas,Planning,Infrastructure; Economic Development; Planning; Conservation; Housing; Energy/Climate,Grant,Varies; tax credits and targeted investment in designated Sustainable Communities,Partial,Check with the program,"Revitalizes designated communities through coordinated investment in housing, transportation, economic development, and green infrastructure; promotes livability and sustainability.",May support rural community goals related to infrastructure and economic development. Confirm current eligibility and project fit with the program.
RERC-FND-0197,Funding,Community Parks and Playgrounds Program,Maryland Department of Natural Resources,Recurring,2026-06-09,Maryland,municipal corporations and Baltimore City,Mixed,parks; playgrounds; green space; older neighborhoods,Grant,FY2026 budget includes $5000000 for 26 projects,no match stated,FY2027 application period closed; future cycle expected,Rehabilitates or creates parks and playgrounds that support resident quality of life and visitor appeal.,Rehabilitates or creates parks and playgrounds that support resident quality of life and visitor appeal.
RERC-FND-0199,Funding,Kim Lamphier Bikeways Network Program,Maryland Department of Transportation,Recurring,2026-06-09,Maryland,local jurisdictions and public sponsors,Mixed,bicycle infrastructure; planning; design; construction,Grant,varies,varies by solicitation,annual MDOT grant cycle,"Helps small towns build bike networks that connect downtowns, trails, parks, and lodging.","Helps small towns build bike networks that connect downtowns, trails, parks, and lodging."
RERC-FND-0207,Funding,Transportation Alternatives Program and Recreational Trails Program,Maryland Department of Transportation State Highway Administration,Recurring,2026-06-09,Maryland,local governments; state agencies; eligible trail sponsors,Mixed,bike/ped; trails; Safe Routes; community transportation,Grant,varies; FFY2026 awards posted,typically 80 percent federal; 20 percent match,annual MDOT/SHA call; FFY2026 awards posted,"Funds trail systems, bike/ped links, and visitor access improvements.","Funds trail systems, bike/ped links, and visitor access improvements."
RERC-FND-0194,Funding,Commercial and Industrial Grant Program,Maryland Energy Administration,Recurring,2026-06-09,Maryland,"Maryland commercial, industrial, data center, nonprofit, federal, and agricultural facilities",Mixed,energy efficiency; commercial facilities; nonprofits; agricultural facilities,Rebate,"FY2026 budget $8,400,000; max $200,000; up to 50% of eligible project cost; some low-income-serving facilities up to 100%",Project cost share generally required after other incentives,"FY26 deadline Jan. 30, 2026; FY27 expected around Sep. 2026",Helps visitor-serving facilities lower operating costs and modernize buildings.,Helps visitor-serving facilities lower operating costs and modernize buildings
RERC-FND-0198,Funding,Keep Maryland Beautiful Grants,Maryland Environmental Trust; Maryland DNR; MDOT; Maryland Department of Agriculture; Chesapeake Bay Trust,Recurring,2026-06-09,Maryland,"Volunteer groups, nonprofits, communities, schools, local governments, and land trusts",Mixed,land trusts; stewardship; environmental education; community greening,Grant,"2026 round about $357,000 total; Community Stewardship Grants $47,000 available",Varies by subprogram; not stated in reviewed release,"2026 applications due Dec. 1, 2025","Supports land trusts, rural stewardship, and natural-resource protection connected to outdoor recreation assets.","Supports land trusts, rural stewardship, and natural-resource protection connected to outdoor recreation assets"
RERC-FND-0202,Funding,Maryland Heritage Areas Authority Grants,Maryland Heritage Areas Authority; Maryland Historical Trust,Recurring,2026-06-09,Maryland,"Local governments, nonprofits, and heritage-area partners with eligible projects in certified heritage areas",Mixed,heritage tourism; interpretation; capital; noncapital; planning,Grant,"Generally up to $100,000 for capital or noncapital grants; mini-grants smaller",Generally 1:1 match,Annual cycle; verify current FY deadline with heritage area management entity,"Supports heritage trails, visitor interpretation, historic sites, and destination infrastructure.","Supports heritage trails, visitor interpretation, historic sites, and destination infrastructure"
RERC-FND-0203,Funding,Maryland Heritage Areas Authority Project Grants,Maryland Historical Trust; Maryland Heritage Areas Authority,Recurring,2026-06-09,Maryland,nonprofits; local jurisdictions; state and federal agencies; heritage area partners,Mixed,heritage tourism; museums; trails; interpretation; historic preservation,Grant,commonly up to $100000 for project grants,generally 1:1 match,annual MHAA cycle,"Directly funds heritage tourism, trail interpretation, visitor experiences, and cultural assets.","Directly funds heritage tourism, trail interpretation, visitor experiences, and cultural assets."
RERC-FND-0200,Funding,MAERDAF and Rural Maryland Prosperity Investment Fund Grants,Rural Maryland Council,Cycle closed,2026-07-13,Maryland,"Rural-serving nonprofits and organizations promoting statewide or regional rural planning, economic development, community development, agriculture, and forestry education",Mixed,rural economic development; entrepreneurship; infrastructure; agriculture; forestry education,Grant,"FY2027 rural funding total $6,047,464; individual awards vary",Not stated in reviewed source,"The FY2027 full application deadline was July 10, 2026.","Flexible rural funding can support recreation-economy planning, entrepreneurship, and community infrastructure.","Flexible rural funding can support recreation-economy planning, entrepreneurship, and community infrastructure"
